OTUID,Kingdom,Phylum,Class,Order,Family,Genus,Species
OTU5595,Fungi,Basidiomycota,Agaricomycetes,NA,NA,NA,NA
OTU5596,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,Coprinopsis_asiaticiphlyctidospora
OTU5597,Alveolata,Ciliophora,Litostomatea,Haptorida,Spathidiidae,Spathidium,NA
OTU5598,Fungi,Zoopagomycota,Zoopagomycetes,Zoopagales,Piptocephalidaceae,Syncephalis,NA
OTU5599,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Sodiomyces,NA
OTU56,NA,NA,NA,NA,NA,NA,NA
OTU560,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Cercophora,NA
OTU5600,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU5601,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,NA
OTU5603,Metazoa,Nematoda,Chromadorea,Rhabditida,Pratylenchidae,Pratylenchus,Pratylenchus_horti
OTU5604,NA,NA,NA,NA,NA,NA,NA
OTU5605,Alveolata,Ciliophora,Colpodea,Colpodida,Colpodidae,Colpoda,NA
OTU5606,Rhizaria,Cercozoa,NA,Thaumatomonadida,Thaumatomastigidae,Thaumatomonas,NA
OTU5607,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Cucurbitariaceae,Pyrenochaetopsis,Pyrenochaetopsis_confluens
OTU5608,Metazoa,Nematoda,Chromadorea,Rhabditida,Rhabditidae,Mesorhabditis,NA
OTU5609,Fungi,NA,NA,NA,NA,NA,NA
OTU561,Stramenopila,NA,NA,NA,NA,NA,NA
OTU5610,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Spizellomycetaceae,Spizellomyces,NA
OTU5611,Fungi,Chytridiomycota,Lobulomycetes,Lobulomycetales,NA,NA,NA
OTU5612,Fungi,Chytridiomycota,NA,NA,NA,NA,NA
OTU5614,Alveolata,Ciliophora,Litostomatea,Haptorida,Spathidiidae,Semispathidium,NA
OTU5615,Alveolata,Ciliophora,Litostomatea,Haptorida,Spathidiidae,Semispathidium,NA
OTU5616,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Spizellomycetaceae,Spizellomyces,NA
OTU5618,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,NA,NA,NA
OTU5619,Stramenopila,Oomycota,Oomycetes,Pythiales,Pythiaceae,NA,NA
OTU562,Alveolata,Ciliophora,Spirotrichea,Urostylida,Holostichidae,Anteholosticha,NA
OTU5620,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Spizellomycetaceae,Spizellomyces,NA
OTU5621,NA,NA,NA,NA,NA,NA,NA
OTU5622,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,NA,NA,NA
OTU5623,NA,NA,NA,NA,NA,NA,NA
OTU5624,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Dictyosporiaceae,Pseudocoleophoma,NA
OTU5625,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
OTU5626,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
OTU5627,Alveolata,Ciliophora,Spirotrichea,Sporadotrichida,Halteriidae,Halteria,NA
OTU5628,NA,NA,NA,NA,NA,NA,NA
OTU5629,Stramenopila,Oomycota,Oomycetes,Pythiales,Pythiaceae,Lagenidium,Lagenidium_juracyae
OTU563,Fungi,Zoopagomycota,Zoopagomycetes,Zoopagales,Piptocephalidaceae,Syncephalis,NA
OTU5630,Fungi,Basidiomycota,Agaricomycetes,Phallales,NA,NA,NA
OTU5631,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Spizellomycetaceae,Kochiomyces,NA
OTU5633,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Conocybe,NA
OTU5635,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Subulicystidium,NA
OTU5636,Fungi,Chytridiomycota,NA,NA,NA,NA,NA
OTU5637,NA,NA,NA,NA,NA,NA,NA
OTU5639,Alveolata,Ciliophora,Spirotrichea,Stichotrichida,Schmidingerotrichidae,Schmidingerothrix,NA
OTU564,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Neocosmospora,Neocosmospora_rubicola
OTU5640,Fungi,NA,NA,NA,NA,NA,NA
OTU5641,Alveolata,Ciliophora,Litostomatea,Haptorida,Spathidiidae,Apobryophyllum,NA
OTU5642,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Trichomeriaceae,Knufia,Knufia_tsunedae
OTU5643,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Teichosporaceae,Pseudocyclothyriella,Pseudocyclothyriella_clematidis
OTU5644,Fungi,Ascomycota,Sordariomycetes,Microascales,Halosphaeriaceae,Natantispora,NA
OTU5645,NA,NA,NA,NA,NA,NA,NA
OTU5646,Alveolata,Ciliophora,Spirotrichea,Urostylida,Urostylidae,Uroleptus,NA
OTU5647,NA,NA,NA,NA,NA,NA,NA
OTU5648,Metazoa,Arthropoda,Collembola,NA,Bourletiellidae,Bourletiella,NA
OTU5649,Fungi,NA,NA,NA,NA,NA,NA
OTU565,NA,NA,NA,NA,NA,NA,NA
OTU5650,Metazoa,Nematoda,NA,NA,NA,NA,NA
OTU5651,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU5653,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinellus,Coprinellus_radians
OTU5654,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,NA,NA,NA
OTU5655,Fungi,Basidiomycota,Agaricomycetes,Phallales,NA,NA,NA
OTU5656,Fungi,NA,NA,NA,NA,NA,NA
OTU5657,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Clonostachys,Clonostachys_eriocamporesii
OTU5658,NA,NA,NA,NA,NA,NA,NA
OTU5659,Fungi,Chytridiomycota,NA,NA,NA,NA,NA
OTU566,NA,NA,NA,NA,NA,NA,NA
OTU5660,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,NA,NA,NA
OTU5661,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Spizellomycetaceae,Spizellomyces,NA
OTU5662,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Trichomeriaceae,NA,NA
OTU5663,NA,NA,NA,NA,NA,NA,NA
OTU5664,Alveolata,Ciliophora,Colpodea,Colpodida,Colpodidae,Colpoda,NA
OTU5665,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,NA
OTU5666,Fungi,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA
OTU5667,NA,NA,NA,NA,NA,NA,NA
OTU5668,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,NA,NA
OTU5669,Alveolata,Ciliophora,Litostomatea,Haptorida,Spathidiidae,Apobryophyllum,NA
OTU567,Fungi,Basidiomycota,Tremellomycetes,Tremellales,NA,NA,NA
OTU5670,Fungi,Ascomycota,Dothideomycetes,Coniosporiales,Coniosporiaceae,Coniosporium,NA
OTU5671,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Trechispora,NA
OTU5672,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU5673,Metazoa,Arthropoda,Collembola,NA,Dicyrtomidae,Ptenothrix,NA
OTU5675,Alveolata,Ciliophora,Litostomatea,Haptorida,Spathidiidae,Arcuospathidium,NA
OTU5676,NA,NA,NA,NA,NA,NA,NA
OTU5677,Metazoa,Arthropoda,Collembola,NA,Dicyrtomidae,Ptenothrix,NA
OTU5678,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,NA,NA
OTU568,Alveolata,Ciliophora,Oligohymenophorea,NA,NA,NA,NA
OTU5680,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,NA,NA
OTU5681,NA,NA,NA,NA,NA,NA,NA
OTU5682,Alveolata,Ciliophora,Colpodea,Colpodida,Colpodidae,Colpoda,NA
OTU5683,Fungi,NA,NA,NA,NA,NA,NA
OTU5684,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU5685,Alveolata,Ciliophora,Litostomatea,Haptorida,Spathidiidae,Arcuospathidium,NA
OTU5686,Alveolata,Ciliophora,Spirotrichea,Urostylida,NA,NA,NA
OTU5688,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
OTU5689,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Bolbitius,NA
OTU569,Alveolata,Ciliophora,Spirotrichea,NA,NA,NA,NA
OTU5690,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Tulasnellaceae,NA,NA
OTU5691,Rhizaria,Cercozoa,NA,Thaumatomonadida,Thaumatomastigidae,Thaumatomonas,NA
OTU5692,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
OTU5693,Viridiplantae,Chlorophyta,Chlorophyceae,Volvocales,Chlamydomonadaceae,Chlamydomonas,NA
OTU5694,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Spizellomycetaceae,NA,NA
OTU5695,Fungi,Ascomycota,Pezizomycetes,Pezizales,Ascodesmidaceae,Cephaliophora,NA
OTU5696,Stramenopila,Oomycota,Oomycetes,Pythiales,Pythiaceae,Pythium,NA
OTU5697,NA,NA,NA,NA,NA,NA,NA
OTU5698,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Diaporthe_caulivora
OTU5699,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
OTU570,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Schizothecium,NA
OTU5700,Metazoa,Nematoda,NA,NA,NA,NA,NA
OTU5701,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Tulasnellaceae,NA,NA
OTU5702,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU5704,Fungi,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Mrakiaceae,Tausonia,Tausonia_pullulans
OTU5705,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU5706,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Kurtzmaniella,Kurtzmaniella_quercitrusa
OTU5707,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,NA,NA,NA
OTU571,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Botryotrichum,Botryotrichum_atrogriseum
OTU5710,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,NA,NA
OTU5711,NA,NA,NA,NA,NA,NA,NA
OTU5712,Fungi,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,Rhizophlyctidaceae,NA,NA
OTU5713,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
OTU5714,Alveolata,Ciliophora,Oligohymenophorea,NA,NA,NA,NA
OTU5715,Metazoa,Nematoda,Chromadorea,Rhabditida,Pratylenchidae,Pratylenchus,Pratylenchus_coffeae
OTU5718,NA,NA,NA,NA,NA,NA,NA
OTU5719,NA,NA,NA,NA,NA,NA,NA
OTU572,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU5720,NA,NA,NA,NA,NA,NA,NA
OTU5721,Alveolata,Ciliophora,Colpodea,Colpodida,Colpodidae,Colpoda,NA
OTU5722,Fungi,GS01,NA,NA,NA,NA,NA
OTU5723,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,NA,NA,NA
OTU5724,Viridiplantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Chlorella,NA
OTU5725,Fungi,Ascomycota,Pezizomycetes,Pezizales,Ascodesmidaceae,Cephaliophora,NA
OTU5726,Viridiplantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Bracteacoccaceae,Bracteacoccus,Bracteacoccus_minor
OTU5727,Viridiplantae,Chlorophyta,Chlorophyceae,Volvocales,Chlamydomonadaceae,Chlamydomonas,NA
OTU5728,NA,NA,NA,NA,NA,NA,NA
OTU5729,Fungi,NA,NA,NA,NA,NA,NA
OTU573,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Cryptococcaceae,Cryptococcus,Cryptococcus_festucosus
OTU5730,Fungi,Ascomycota,Sordariomycetes,Xylariales,NA,Fusidium,NA
OTU5731,NA,NA,NA,NA,NA,NA,NA
OTU5732,NA,NA,NA,NA,NA,NA,NA
OTU5733,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Stachybotrys,Stachybotrys_chartarum
OTU5734,Alveolata,Apicomplexa,NA,NA,NA,NA,NA
OTU5736,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,NA,NA
OTU5737,Fungi,Ascomycota,Eurotiomycetes,Onygenales,NA,NA,NA
OTU5738,Viridiplantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlorococcaceae,Tetracystis,NA
OTU5739,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Tetracladium,NA
OTU574,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,Chaetomium_subspirilliferum
OTU5740,Viridiplantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Coelastrella,NA
OTU5741,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,NA,NA,NA
OTU5742,Alveolata,Ciliophora,Oligohymenophorea,NA,Operculariidae,Opercularia,NA
OTU5744,NA,NA,NA,NA,NA,NA,NA
OTU5745,Fungi,NA,NA,NA,NA,NA,NA
OTU5746,Stramenopila,Ochrophyta,Synurophyceae,NA,NA,NA,NA
OTU5747,Fungi,Basidiomycota,Cystobasidiomycetes,Sakaguchiales,Sakaguchiaceae,Sakaguchia,NA
OTU5748,Viridiplantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlorococcaceae,Chlorococcum,NA
OTU5749,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Achroiostachys,Achroiostachys_betulicola
OTU575,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU5750,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,NA,NA,NA
OTU5751,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU5752,Fungi,NA,NA,NA,NA,NA,NA
OTU5753,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU5754,Fungi,Ascomycota,Pezizomycetes,Pezizales,Ascobolaceae,Ascobolus,NA
OTU5755,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,NA,NA,NA
OTU5756,Alveolata,Apicomplexa,NA,NA,NA,NA,NA
OTU5757,Viridiplantae,Chlorophyta,NA,NA,NA,NA,NA
OTU5758,Fungi,Chytridiomycota,NA,NA,NA,NA,NA
OTU5759,NA,NA,NA,NA,NA,NA,NA
OTU576,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,Preussia_flanaganii
OTU5760,NA,NA,NA,NA,NA,NA,NA
OTU5761,Fungi,NA,NA,NA,NA,NA,NA
OTU5762,NA,NA,NA,NA,NA,NA,NA
OTU5763,Fungi,NA,NA,NA,NA,NA,NA
OTU5764,Stramenopila,Ochrophyta,Eustigmatophyceae,Eustigmatales,Eustigmataceae,Vischeria,NA
OTU5766,NA,NA,NA,NA,NA,NA,NA
OTU5767,Viridiplantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlorococcaceae,Spongiochloris,NA
OTU5768,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU577,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,NA,Oliveonia,NA
OTU5770,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU5771,NA,NA,NA,NA,NA,NA,NA
OTU5772,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Powellomycetaceae,Powellomyces,Powellomyces_hirtus
OTU5773,NA,NA,NA,NA,NA,NA,NA
OTU5774,Fungi,Chytridiomycota,Lobulomycetes,Lobulomycetales,NA,NA,NA
OTU5775,NA,NA,NA,NA,NA,NA,NA
OTU5776,Alveolata,Ciliophora,Litostomatea,Haptorida,Spathidiidae,Arcuospathidium,NA
OTU5777,Fungi,GS01,NA,NA,NA,NA,NA
OTU5778,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU5779,Fungi,Chytridiomycota,Lobulomycetes,Lobulomycetales,NA,NA,NA
OTU578,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Zopfiella,NA
OTU5780,Fungi,Ascomycota,Pezizomycetes,Pezizales,Ascobolaceae,Ascobolus,NA
OTU5781,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,NA,NA,NA
OTU5783,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,NA,NA
OTU5784,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Onygenaceae,Chrysosporium,Chrysosporium_lobatum
OTU5785,NA,NA,NA,NA,NA,NA,NA
OTU5786,Alveolata,Ciliophora,Colpodea,Colpodida,Colpodidae,Colpoda,NA
OTU5787,Fungi,Zoopagomycota,Zoopagomycetes,Zoopagales,NA,NA,NA
OTU5788,NA,NA,NA,NA,NA,NA,NA
OTU5789,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Conocybe,Conocybe_gigasperma
OTU579,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,NA,NA,NA
OTU5790,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU5791,Alveolata,Colponemidia,NA,NA,NA,NA,NA
OTU5792,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma_virens
OTU5794,Stramenopila,NA,NA,NA,NA,NA,NA
OTU5795,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,NA,NA
OTU5796,Fungi,NA,NA,NA,NA,NA,NA
OTU5798,Fungi,Ascomycota,Sordariomycetes,Xylariales,Amphisphaeriaceae,Microdochium,Microdochium_sorghi
OTU5799,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Leptosphaeria,Leptosphaeria_sclerotioides
OTU58,Alveolata,Ciliophora,Spirotrichea,Sporadotrichida,Oxytrichidae,NA,NA
OTU580,NA,NA,NA,NA,NA,NA,NA
OTU5800,Viridiplantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlorococcaceae,Spongiochloris,NA
OTU5801,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Conocybe,Conocybe_gigasperma
OTU5803,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,NA
OTU5804,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Paraphaeosphaeria,Paraphaeosphaeria_sporulosa
OTU5805,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Hannaella,Hannaella_zeae
OTU5806,Fungi,Ascomycota,Eurotiomycetes,Onygenales,NA,Spiromastix,NA
OTU5807,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Hannaella,Hannaella_zeae
OTU5809,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Arnium,NA
OTU581,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Didymella,Didymella_combreti
OTU5810,NA,NA,NA,NA,NA,NA,NA
OTU5811,Stramenopila,NA,NA,NA,NA,NA,NA
OTU5812,Fungi,Chytridiomycota,Lobulomycetes,Lobulomycetales,NA,NA,NA
OTU5814,Fungi,Ascomycota,Sordariomycetes,Hypocreales,NA,NA,NA
OTU5815,Fungi,Ascomycota,Leotiomycetes,Helotiales,Amorphothecaceae,NA,NA
OTU5816,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Setophoma,Setophoma_caverna
OTU5817,Stramenopila,Ochrophyta,Chrysophyceae,NA,NA,Segregatospumella,NA
OTU5818,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria_subcucurbitae
OTU5819,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Dactylellina,NA
OTU5820,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU5821,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lentitheciaceae,NA,NA
OTU5822,Stramenopila,Ochrophyta,NA,NA,NA,NA,NA
OTU5823,NA,NA,NA,NA,NA,NA,NA
OTU5825,Viridiplantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Chlorella,Chlorella_vulgaris
OTU5826,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,NA,NA,NA
OTU5829,Viridiplantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlorosarcinaceae,Chlorosarcinopsis,NA
OTU583,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Humicola,Humicola_nigrescens
OTU5831,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Rhynchogastremataceae,Papiliotrema,Papiliotrema_fusca
OTU5832,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,NA
OTU5833,Fungi,Chytridiomycota,NA,NA,NA,NA,NA
OTU5834,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU5835,Fungi,Basidiomycota,Agaricostilbomycetes,Agaricostilbales,Chionosphaeraceae,Kurtzmanomyces,NA
OTU5837,Metazoa,Nematoda,Chromadorea,Rhabditida,Aphelenchoididae,Aphelenchoides,NA
OTU5838,Fungi,NA,NA,NA,NA,NA,NA
OTU5839,NA,NA,NA,NA,NA,NA,NA
OTU584,Alveolata,Ciliophora,Spirotrichea,Sporadotrichida,Halteriidae,Halteria,NA
OTU5840,Viridiplantae,Chlorophyta,NA,NA,NA,NA,NA
OTU5841,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU5842,NA,NA,NA,NA,NA,NA,NA
OTU5843,Fungi,Zoopagomycota,Zoopagomycetes,Zoopagales,NA,NA,NA
OTU5844,NA,NA,NA,NA,NA,NA,NA
OTU5845,Fungi,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,NA,NA,NA
OTU5846,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU5848,Alveolata,Ciliophora,Litostomatea,Haptorida,Spathidiidae,Arcuospathidium,NA
OTU5849,NA,NA,NA,NA,NA,NA,NA
OTU585,Alveolata,Ciliophora,Spirotrichea,Sporadotrichida,Oxytrichidae,NA,NA
OTU5850,NA,NA,NA,NA,NA,NA,NA
OTU5851,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Cheilymenia,NA
OTU5852,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,Curvularia_fallax
OTU5853,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU5854,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Cheilymenia,NA
OTU5855,NA,NA,NA,NA,NA,NA,NA
OTU5856,Fungi,Ascomycota,Sordariomycetes,Microascales,Halosphaeriaceae,Natantispora,NA
OTU5858,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Cucurbitariaceae,Pyrenochaetopsis,Pyrenochaetopsis_confluens
OTU5859,Alveolata,Ciliophora,Spirotrichea,Sporadotrichida,NA,NA,NA
OTU586,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma_pubescens
OTU5860,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Mucor,Mucor_racemosus
OTU5861,Fungi,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,NA,NA,NA
OTU5862,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU5863,Fungi,Blastocladiomycota,Blastocladiomycetes,Blastocladiales,Catenariaceae,NA,NA
OTU5864,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU5866,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Trechispora,NA
OTU5867,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,NA,NA,NA
OTU5868,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA
OTU5869,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
OTU587,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU5870,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU5871,Stramenopila,Ochrophyta,Chrysophyceae,NA,NA,NA,NA
OTU5872,Fungi,Basidiomycota,Agaricomycetes,Tremellodendropsidales,NA,NA,NA
OTU5873,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,NA,NA,NA
OTU5874,Fungi,Ascomycota,Sordariomycetes,Hypocreales,NA,Acremonium,Acremonium_fusidioides
OTU5876,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,NA,NA,NA
OTU5878,NA,NA,NA,NA,NA,NA,NA
OTU5879,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU588,Fungi,Chytridiomycota,NA,NA,NA,NA,NA
OTU5881,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,NA
OTU5883,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Mycena,NA
OTU5884,NA,NA,NA,NA,NA,NA,NA
OTU5885,Stramenopila,NA,NA,NA,NA,NA,NA
OTU5887,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Dictyosporiaceae,Pseudocoleophoma,Pseudocoleophoma_rusci
OTU5888,Fungi,Ascomycota,Leotiomycetes,Thelebolales,Thelebolaceae,Thelebolus,Thelebolus_globosus
OTU5889,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Ustilaginoidea,Ustilaginoidea_virens
OTU589,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,NA,NA,NA
OTU5890,Stramenopila,Oomycota,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium_aristosporum
OTU5891,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU5892,Alveolata,Ciliophora,Spirotrichea,Urostylida,Urostylidae,Hemicycliostyla,NA
OTU5893,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU5895,Alveolata,Ciliophora,Litostomatea,Haptorida,Spathidiidae,Arcuospathidium,NA
OTU5896,Fungi,Ascomycota,Sordariomycetes,Xylariales,Apiosporaceae,Apiospora,Apiospora_serenensis
OTU5897,Alveolata,Ciliophora,Litostomatea,Haptorida,Spathidiidae,Bryophyllum,NA
OTU5898,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU59,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,NA,NA,NA
OTU590,Fungi,Ascomycota,Eurotiomycetes,Onygenales,NA,Spiromastix,NA
OTU5900,Metazoa,Nematoda,Chromadorea,Rhabditida,Criconematidae,Discocriconemella,NA
OTU5901,Cryptista,Katablepharidophyta,NA,NA,NA,NA,NA
OTU5902,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Leucoagaricus,Leucoagaricus_leucothites
OTU5903,NA,NA,NA,NA,NA,NA,NA
OTU5904,NA,NA,NA,NA,NA,NA,NA
OTU5905,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,NA,NA,NA
OTU5906,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium_magnum
